files/experiment_read_counts.json
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.9666666666666668e-06}, "H3K36me3": {"num_reads": 9e-07}}, "E117": {"H3K4me3": {"num_reads": 7.666666666666667e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.933333333333333e-06}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.866666666666667e-06}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 9912442, "E113": {"H3K4me3": {"num_reads": 2.9544012394776783e-06}, "H3K27me3": {"num_reads": 1.4232212257661006e-06}, "H3K4me1": {"num_reads": 2.322166720003477e-06}, "H3K9me3": {"num_reads": 7.909806921613043e-06}, "H3K36me3": {"num_reads": 3.5832137186920435e-06}}, "E112": {"H3K4me3": {"num_reads": 3.377268088816747e-07}, "H3K27me3": {"num_reads": 7.055133978293877e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.9522726177488295e-06}, "H3K36me3": {"num_reads": 1.6798955899075539e-06}}, "read_dir": -1, "gene": "ENSG00000188681.7", "E119": {"H3K4me3": {"num_reads": 9.019579929600676e-07}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 7.672502518224934e-06}, "H3K36me3": {"num_reads": 1.0263770252309402e-06}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 9.202979418571866e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E116": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 5.333333333333333e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 39956824, "E113": {"H3K4me3": {"num_reads": 1.772640743686607e-07}, "H3K27me3": {"num_reads": 5.822268650861321e-07}, "H3K4me1": {"num_reads": 1.3144339924547985e-07}, "H3K9me3": {"num_reads": 3.4999145670854175e-07}, "H3K36me3": {"num_reads": 1.9906742881622462e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 4.0845512505911924e-07}, "H3K4me1": {"num_reads": 2.5567283694707715e-07}, "H3K9me3": {"num_reads": 3.815559370351814e-07}, "H3K36me3": {"num_reads": 3.0543556180137343e-07}}, "read_dir": -1, "gene": "ENSG00000157554.14", "E119": {"H3K4me3": {"num_reads": 1.8790791520001407e-07}, "H3K27me3": {"num_reads": 7.660229988191756e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 2.3075195543533634e-07}, "H3K36me3": {"num_reads": 2.700992171660369e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 8.580159054870082e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.0666666666666666e-06}, "H3K27me3": {"num_reads": 1.9666666666666668e-06}, "H3K4me1": {"num_reads": 8.666666666666667e-07}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E117": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 2.3333333333333333e-07}, "H3K27me3": {"num_reads": 7.333333333333333e-07}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 8.666666666666667e-07}, "H3K36me3": {"num_reads": 2.2985368112279293e-07}}, "location": 40032591, "E113": {"H3K4me3": {"num_reads": 2.895313214688125e-06}, "H3K27me3": {"num_reads": 1.2291456040707233e-06}, "H3K4me1": {"num_reads": 2.2783522535883173e-06}, "H3K9me3": {"num_reads": 1.609960700859292e-06}, "H3K36me3": {"num_reads": 4.4790171483650544e-07}}, "E112": {"H3K4me3": {"num_reads": 5.778880951975323e-06}, "H3K27me3": {"num_reads": 3.7503606937246402e-06}, "H3K4me1": {"num_reads": 3.5155015080223104e-06}, "H3K9me3": {"num_reads": 1.106512217402026e-06}, "H3K36me3": {"num_reads": 4.5815334270206014e-07}}, "read_dir": -1, "gene": "ENSG00000157554.14", "E119": {"H3K4me3": {"num_reads": 5.4869111238404106e-06}, "H3K27me3": {"num_reads": 5.425996241635827e-06}, "H3K4me1": {"num_reads": 1.9666666666666668e-06}, "H3K9me3": {"num_reads": 6.922558663060091e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 7.550539968285673e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.266666666666667e-06}, "H3K27me3": {"num_reads": 1.8333333333333333e-06}, "H3K4me1": {"num_reads": 6e-07}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 4.6666666666666666e-07}, "H3K27me3": {"num_reads": 7e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 1.0333333333333333e-06}, "H3K4me1": {"num_reads": 6e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 40033618, "E113": {"H3K4me3": {"num_reads": 1.1226724710015177e-06}, "H3K27me3": {"num_reads": 1.2938374779691824e-06}, "H3K4me1": {"num_reads": 1.2706195260396384e-06}, "H3K9me3": {"num_reads": 6.299846220753752e-07}, "H3K36me3": {"num_reads": 3.9813485763244924e-07}}, "E112": {"H3K4me3": {"num_reads": 2.814390074013956e-06}, "H3K27me3": {"num_reads": 2.5621276026435663e-06}, "H3K4me1": {"num_reads": 1.2783641847353858e-06}, "H3K9me3": {"num_reads": 6.486450929598084e-07}, "H3K36me3": {"num_reads": 3.0543556180137343e-07}}, "read_dir": -1, "gene": "ENSG00000157554.14", "E119": {"H3K4me3": {"num_reads": 1.9166607350401436e-06}, "H3K27me3": {"num_reads": 2.6172452459655166e-06}, "H3K4me1": {"num_reads": 1.5666666666666668e-06}, "H3K9me3": {"num_reads": 4.038159220118386e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 4.893267438962911e-07}, "H3K27me3": {"num_reads": 1.4414667212181738e-06}, "H3K4me1": {"num_reads": 5.666666666666667e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 40033618, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000157554.14", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 1.3333333333333334e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 40033704, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 4.3814466415159945e-08}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 7.505040197370549e-08}, "H3K27me3": {"num_reads": 2.59925988673985e-07}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.817944522517168e-08}}, "read_dir": -1, "gene": "ENSG00000157554.14", "E119": {"H3K4me3": {"num_reads": 3.758158304000281e-08}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 4e-07}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E117": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 5.666666666666667e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 3.3333333333333335e-07}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 3.6666666666666667e-07}, "H3K36me3": {"num_reads": 3.217951535719101e-07}}, "location": 40113977, "E113": {"H3K4me3": {"num_reads": 6.499682726850893e-07}, "H3K27me3": {"num_reads": 4.5284311728921384e-07}, "H3K4me1": {"num_reads": 1.1391761267941587e-06}, "H3K9me3": {"num_reads": 1.399965826834167e-07}, "H3K36me3": {"num_reads": 3.483680004283931e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 6.683811137331042e-07}, "H3K4me1": {"num_reads": 7.670185108412313e-07}, "H3K9me3": {"num_reads": 3.815559370351814e-07}, "H3K36me3": {"num_reads": 4.963327879272318e-07}}, "read_dir": -1, "gene": "ENSG00000223806.2", "E119": {"H3K4me3": {"num_reads": 1.1274474912000845e-07}, "H3K27me3": {"num_reads": 4.4684674931118574e-07}, "H3K4me1": {"num_reads": 5.666666666666667e-07}, "H3K9me3": {"num_reads": 4.038159220118386e-07}, "H3K36me3": {"num_reads": 3.241190605992443e-07}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 4.461682708532443e-07}, "H3K4me1": {"num_reads": 1.5e-06}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 1.8388294489823436e-07}}, "location": 40114441, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 7.505040197370549e-08}, "H3K27me3": {"num_reads": 2.227937045777014e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 1.1446678111055442e-07}, "H3K36me3": {"num_reads": 3.817944522517168e-08}}, "read_dir": -1, "gene": "ENSG00000223806.2", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 2.3075195543533634e-07}, "H3K36me3": {"num_reads": 2.1607937373282952e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 1.3728254487792131e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 5.333333333333333e-07}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 1.1333333333333334e-06}, "H3K36me3": {"num_reads": 4.6666666666666666e-07}}, "E117": {"H3K4me3": {"num_reads": 4e-07}, "H3K27me3": {"num_reads": 4.3333333333333335e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.3333333333333335e-07}, "H3K36me3": {"num_reads": 4.3333333333333335e-07}}, "E116": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.0666666666666667e-06}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 40119384, "E113": {"H3K4me3": {"num_reads": 4.7270419831642856e-07}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 1.0515471939638388e-06}, "H3K9me3": {"num_reads": 4.199897480502501e-07}, "H3K36me3": {"num_reads": 3.483680004283931e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 5.941165455405371e-07}, "H3K4me1": {"num_reads": 5.113456738941543e-07}, "H3K9me3": {"num_reads": 5.34178311849254e-07}, "H3K36me3": {"num_reads": 4.963327879272318e-07}}, "read_dir": -1, "gene": "ENSG00000223806.2", "E119": {"H3K4me3": {"num_reads": 3.7581583040002814e-07}, "H3K27me3": {"num_reads": 1.0213639984255675e-06}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 6.922558663060091e-07}, "H3K36me3": {"num_reads": 2.700992171660369e-07}}, "E118": {"H3K4me3": {"num_reads": 5.504925868833275e-07}, "H3K27me3": {"num_reads": 6.17771451950646e-07}, "H3K4me1": {"num_reads": 2.1666666666666665e-06}, "H3K9me3": {"num_reads": 1.2666666666666667e-06}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E117": {"H3K4me3": {"num_reads": 4e-07}, "H3K27me3": {"num_reads": 3.6666666666666667e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 1.1e-06}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 1.3791220867367575e-07}}, "location": 40124181, "E113": {"H3K4me3": {"num_reads": 1.2408485205806249e-06}, "H3K27me3": {"num_reads": 5.17534991187673e-07}, "H3K4me1": {"num_reads": 1.6649497237760778e-06}, "H3K9me3": {"num_reads": 9.79976078783917e-07}, "H3K36me3": {"num_reads": 7.465028580608423e-07}}, "E112": {"H3K4me3": {"num_reads": 3.0020160789482197e-07}, "H3K27me3": {"num_reads": 7.797779660219549e-07}, "H3K4me1": {"num_reads": 8.948549293147699e-07}, "H3K9me3": {"num_reads": 5.34178311849254e-07}, "H3K36me3": {"num_reads": 6.490505688279185e-07}}, "read_dir": -1, "gene": "ENSG00000223806.2", "E119": {"H3K4me3": {"num_reads": 2.254894982400169e-07}, "H3K27me3": {"num_reads": 2.5534099960639187e-07}, "H3K4me1": {"num_reads": 4e-07}, "H3K9me3": {"num_reads": 5.768798885883409e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 4.159277323118475e-06}, "H3K27me3": {"num_reads": 9.266571779259689e-07}, "H3K4me1": {"num_reads": 2.7e-06}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.2e-06}, "H3K27me3": {"num_reads": 3.6666666666666667e-07}, "H3K4me1": {"num_reads": 2.0333333333333335e-06}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E117": {"H3K4me3": {"num_reads": 5e-07}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 7.666666666666667e-07}, "H3K9me3": {"num_reads": 3.6666666666666667e-07}, "H3K36me3": {"num_reads": 3.6666666666666667e-07}}, "E116": {"H3K4me3": {"num_reads": 1.6e-06}, "H3K27me3": {"num_reads": 5.333333333333333e-07}, "H3K4me1": {"num_reads": 3.2333333333333334e-06}, "H3K9me3": {"num_reads": 6e-07}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 40140898, "E113": {"H3K4me3": {"num_reads": 8.863203718433035e-07}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 4.819591305667594e-07}, "H3K9me3": {"num_reads": 4.899880393919585e-07}, "H3K36me3": {"num_reads": 4.976685720405616e-07}}, "E112": {"H3K4me3": {"num_reads": 7.50504019737055e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-07}, "H3K4me1": {"num_reads": 1.2144459754986163e-06}, "H3K9me3": {"num_reads": 5.34178311849254e-07}, "H3K36me3": {"num_reads": 6.490505688279185e-07}}, "read_dir": -1, "gene": "ENSG00000223806.2", "E119": {"H3K4me3": {"num_reads": 3.3823424736002535e-07}, "H3K27me3": {"num_reads": 2.5534099960639187e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-07}, "H3K9me3": {"num_reads": 3.4612793315300455e-07}, "H3K36me3": {"num_reads": 4.3215874746565904e-07}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 1.235542903901292e-06}, "H3K4me1": {"num_reads": 1.3666666666666666e-06}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 5.666666666666667e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E117": {"H3K4me3": {"num_reads": 1.0333333333333333e-05}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 2.333333333333333e-06}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E116": {"H3K4me3": {"num_reads": 4.266666666666667e-06}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 3.5333333333333335e-06}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 2.2985368112279293e-07}}, "location": 40177231, "E113": {"H3K4me3": {"num_reads": 2.6589611155299105e-06}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 1.7963931230215578e-06}, "H3K9me3": {"num_reads": 2.799931653668334e-07}, "H3K36me3": {"num_reads": 5.972022864486739e-07}}, "E112": {"H3K4me3": {"num_reads": 1.4484727580925159e-05}, "H3K27me3": {"num_reads": 4.0845512505911924e-07}, "H3K4me1": {"num_reads": 1.5340370216824627e-06}, "H3K9me3": {"num_reads": 3.815559370351814e-07}, "H3K36me3": {"num_reads": 5.345122331524035e-07}}, "read_dir": 1, "gene": "ENSG00000157557.7", "E119": {"H3K4me3": {"num_reads": 4.81044262912036e-06}, "H3K27me3": {"num_reads": 1.915057497047939e-07}, "H3K4me1": {"num_reads": 2.2333333333333333e-06}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 1.6205953029962215e-07}}, "E118": {"H3K4me3": {"num_reads": 3.4864530502610743e-06}, "H3K27me3": {"num_reads": 3.08885725975323e-07}, "H3K4me1": {"num_reads": 3.1666666666666667e-06}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.3666666666666667e-06}, "H3K27me3": {"num_reads": 1.3333333333333334e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 3.7e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E116": {"H3K4me3": {"num_reads": 1.8e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 40177755, "E113": {"H3K4me3": {"num_reads": 3.0725772890567856e-06}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 3.0670126490611963e-07}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 3.483680004283931e-07}}, "E112": {"H3K4me3": {"num_reads": 1.831229808158414e-05}, "H3K27me3": {"num_reads": 7.426456819256714e-08}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 4.960227181457359e-07}, "H3K36me3": {"num_reads": 4.1997389747688847e-07}}, "read_dir": 1, "gene": "ENSG00000157557.7", "E119": {"H3K4me3": {"num_reads": 8.94441676352067e-06}, "H3K27me3": {"num_reads": 1.915057497047939e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 2.3075195543533634e-07}, "H3K36me3": {"num_reads": 5.401984343320738e-08}}, "E118": {"H3K4me3": {"num_reads": 1.0459359150783223e-05}, "H3K27me3": {"num_reads": 3.4320636219480334e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}}
